transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
walking,59.62,eggs,0.69,hydro,27.07,3,3052.21,163.5
bicycle,32.63,vegetables,1.12,wind,18.52,7,43793.53,771.1
car_petrol,69.94,fruits,1.19,solar,19.78,7,12269.69,697.94
car_petrol,25.4,eggs,0.6,natural_gas,12.75,4,12042.31,640.63
flight_short,21.84,beef,1.04,solar,38.81,1,841.63,1082.7
bus,46.09,dairy,0.76,oil,16.53,7,35946.97,999.13
flight_long,38.0,fish,2.31,natural_gas,8.68,6,32100.27,1287.84
car_ev,45.25,rice,1.9,grid_india,5.39,2,15840.0,662.65
bus,8.45,dairy,1.22,hydro,16.15,2,10511.16,277.97
car_petrol,7.28,fish,1.35,grid_india,37.49,4,5444.87,1268.09
train,20.36,pork,1.79,oil,5.64,4,27066.07,1157.0
flight_short,35.79,lamb,1.08,oil,38.21,5,23619.93,2379.76
bus,38.52,fruits,2.3,grid_india,17.76,6,37515.56,1144.36
car_ev,69.68,dairy,2.12,solar,30.88,1,2296.96,429.56
train,75.73,lamb,1.83,coal,7.52,6,17613.78,2778.3
motorcycle,31.25,beef,0.92,grid_eu,34.52,7,14553.31,1415.91
walking,47.13,fruits,1.61,hydro,14.58,8,5847.19,162.46
train,47.68,fruits,1.84,grid_india,13.32,9,23629.34,796.79
bicycle,60.83,nuts,1.2,solar,26.76,0,0.0,133.03
train,41.6,lamb,0.95,wind,26.23,5,39549.07,1866.93
train,73.66,legumes,1.01,hydro,9.95,3,2364.75,169.81
car_petrol,37.42,fish,1.35,oil,7.3,1,1264.5,610.12
flight_long,73.64,rice,1.04,grid_eu,29.59,2,1155.46,767.81
car_petrol,54.32,legumes,1.62,oil,22.86,5,19843.54,1216.22
car_ev,6.45,fish,1.68,oil,28.39,5,20288.97,1122.8
flight_short,49.68,legumes,1.94,wind,25.29,6,17782.91,679.04
train,6.87,legumes,2.29,wind,6.19,7,19387.67,365.65
bus,72.12,legumes,1.15,wind,37.64,6,9745.24,434.66
walking,62.23,dairy,0.73,nuclear,35.34,6,4989.48,170.16
car_diesel,24.69,pork,1.89,hydro,27.18,9,8105.43,926.53
bus,30.67,chicken,1.91,hydro,36.66,1,4653.73,579.48
car_petrol,28.16,eggs,0.93,solar,9.07,3,13840.88,524.62
car_diesel,53.39,chicken,1.09,coal,9.98,4,26073.55,1116.66
motorcycle,76.37,rice,2.18,oil,26.07,4,21197.92,1447.1
motorcycle,50.22,lamb,0.53,wind,5.67,1,2853.01,797.65
flight_short,67.55,chicken,1.96,coal,22.6,9,25604.3,1880.5
car_diesel,69.44,legumes,2.33,grid_eu,10.95,5,29463.14,987.12
car_ev,37.84,vegetables,0.85,hydro,30.36,9,4795.24,226.28
car_ev,54.02,nuts,0.77,nuclear,31.29,9,56420.11,1153.06
flight_short,61.44,pork,1.96,coal,24.53,0,0.0,1746.71
walking,21.42,eggs,0.63,wind,20.16,3,11627.8,283.14
bus,70.13,lamb,1.35,coal,18.32,5,28323.6,2910.72
train,31.23,chicken,1.7,natural_gas,5.38,9,48545.56,1338.87
bus,14.5,fruits,1.88,solar,20.7,7,11231.87,316.38
motorcycle,36.84,vegetables,1.34,solar,34.67,9,17451.68,538.06
bus,27.27,fruits,1.33,grid_india,33.8,0,0.0,946.84
motorcycle,56.23,vegetables,1.25,grid_eu,15.18,2,11561.29,617.89
flight_long,49.59,chicken,1.87,wind,20.71,3,19683.79,1009.37
car_diesel,77.22,beef,1.52,natural_gas,16.63,5,31967.52,2435.83
car_diesel,76.98,beef,1.47,grid_india,29.69,6,21657.9,2332.54
car_ev,34.49,lamb,0.85,nuclear,5.87,4,14922.83,1213.66
car_diesel,47.07,beef,0.98,grid_us,18.74,9,67370.2,2508.26
train,15.0,dairy,1.79,hydro,35.02,9,60522.13,1218.32
walking,18.7,beef,1.95,hydro,25.13,0,0.0,1571.78
train,48.26,chicken,1.31,solar,13.74,3,12357.11,543.41
car_diesel,64.92,legumes,1.59,oil,18.95,5,39975.07,1416.23
car_petrol,79.82,chicken,1.85,solar,35.79,5,34020.1,1349.12
flight_long,49.87,eggs,1.22,solar,11.09,2,6634.73,553.06
bus,65.0,fish,2.21,solar,29.81,1,5844.07,658.08
motorcycle,48.24,beef,0.9,grid_eu,7.93,7,44612.68,1586.03
car_ev,68.86,chicken,1.79,nuclear,25.79,7,21301.39,796.6
walking,41.1,beef,1.1,grid_us,22.82,2,2826.5,1197.03
walking,76.49,rice,1.92,grid_us,33.43,6,26606.35,1015.05
bus,14.17,fish,1.33,oil,9.3,5,4243.6,500.7
walking,5.29,nuts,0.88,wind,33.29,6,35589.44,643.03
car_ev,14.58,lamb,1.64,hydro,33.39,9,21424.4,2316.12
flight_long,31.66,fish,1.78,solar,16.73,3,13324.87,768.78
flight_short,30.21,beef,2.12,solar,14.3,9,13324.59,2188.97
flight_short,54.22,rice,1.14,natural_gas,29.62,3,19245.44,1232.55
car_ev,11.58,pork,2.31,grid_eu,12.23,8,25733.7,1343.81
flight_short,63.93,eggs,0.57,natural_gas,29.48,6,27830.07,1439.18
walking,13.67,fruits,2.02,coal,17.0,1,2611.81,523.91
flight_long,15.88,eggs,1.14,grid_us,26.83,9,31544.4,1170.1
motorcycle,6.81,dairy,1.2,solar,28.74,1,6610.94,275.04
walking,33.59,lamb,2.02,wind,26.3,0,0.0,2215.8
train,71.89,fruits,2.09,grid_eu,15.69,3,20243.78,587.79
car_ev,10.78,beef,2.27,coal,39.73,1,3620.38,2621.42
car_diesel,71.52,vegetables,2.0,wind,38.17,8,11103.81,716.5
bicycle,12.36,nuts,1.97,wind,24.98,7,52220.46,962.32
car_ev,74.54,legumes,2.44,wind,9.62,0,0.0,176.21
walking,30.92,lamb,1.26,solar,39.89,6,14514.73,1983.23
bicycle,25.15,vegetables,0.65,natural_gas,23.15,4,11342.17,604.44
walking,61.49,nuts,1.49,grid_eu,5.66,4,14314.79,402.92
walking,24.84,legumes,1.92,solar,19.26,4,16256.82,326.69
train,65.39,lamb,2.26,grid_us,29.99,2,9874.87,3298.49
bus,61.59,beef,1.3,coal,35.37,5,33967.06,2718.76
flight_short,75.82,chicken,1.89,hydro,33.58,2,10591.37,1282.44
car_diesel,8.91,nuts,0.54,wind,32.95,9,20665.49,419.4
car_ev,79.01,fruits,0.89,solar,24.09,9,30427.76,655.22
car_petrol,58.61,nuts,1.92,wind,35.48,0,0.0,468.63
bicycle,66.37,beef,1.84,oil,11.4,2,7743.8,1773.09
motorcycle,33.01,rice,2.29,hydro,9.02,2,3405.76,471.26
motorcycle,7.26,chicken,2.43,nuclear,37.93,3,6912.04,743.77
train,63.0,chicken,0.68,solar,27.99,3,21964.14,629.13
flight_long,66.34,fish,0.76,grid_india,37.76,6,42486.56,2079.64
walking,79.93,fruits,1.57,grid_eu,35.48,4,25351.87,733.86
car_diesel,24.58,rice,0.52,coal,36.04,8,62922.41,2038.09
motorcycle,26.6,fruits,2.3,natural_gas,9.2,7,33127.81,881.19
flight_short,25.48,vegetables,2.32,grid_us,29.76,0,0.0,680.34
walking,79.02,pork,1.45,grid_eu,26.85,8,18463.92,1039.24
car_petrol,71.48,beef,0.78,solar,22.17,3,5318.78,1137.79
bus,38.15,fruits,1.3,wind,17.25,2,2859.09,192.39
flight_long,64.68,fish,1.09,oil,21.82,6,8472.82,1095.93
flight_long,76.8,pork,2.06,hydro,12.96,7,4078.97,1383.77
train,59.14,fish,2.34,grid_eu,9.56,4,31933.53,1133.9
flight_short,22.32,vegetables,0.85,grid_eu,20.77,7,48474.28,1153.54
flight_long,22.9,pork,1.99,grid_india,29.01,4,25766.67,1810.28
walking,11.81,legumes,0.98,wind,31.3,3,20090.8,360.08
motorcycle,12.38,nuts,0.77,hydro,39.77,2,13665.48,342.99
walking,76.55,lamb,0.59,wind,34.65,6,29510.24,1240.28
train,38.98,nuts,0.7,coal,20.53,0,0.0,575.67
bus,68.12,beef,2.22,hydro,5.99,3,12027.07,2009.76
bicycle,54.77,dairy,0.51,solar,25.05,5,17189.79,330.41
train,35.88,nuts,2.39,wind,28.97,1,783.38,253.71
flight_long,5.35,rice,2.47,natural_gas,37.85,8,36458.35,1500.47
car_petrol,63.03,pork,0.71,grid_us,20.01,1,4443.87,958.0
car_ev,13.65,beef,1.16,grid_eu,34.67,8,19806.57,1516.8
walking,73.67,eggs,1.3,natural_gas,28.65,4,31227.28,1069.66
flight_short,9.53,nuts,0.55,hydro,15.82,0,0.0,127.47
flight_short,45.77,nuts,2.07,nuclear,12.24,1,5319.35,643.83
flight_long,68.33,legumes,0.55,solar,39.77,2,13126.9,659.89
car_diesel,44.24,fruits,1.95,nuclear,19.13,0,0.0,286.91
flight_short,48.12,eggs,2.09,natural_gas,9.39,2,14958.43,952.78
car_diesel,47.11,dairy,1.15,natural_gas,7.39,5,8091.09,568.63
car_ev,40.75,dairy,2.25,grid_india,28.17,7,4757.97,978.04
flight_long,46.53,lamb,0.9,oil,15.11,2,2045.09,1784.48
train,50.91,vegetables,1.77,oil,9.8,6,36323.35,931.8
walking,72.5,fruits,1.82,wind,9.15,1,7845.88,199.09
motorcycle,37.34,nuts,1.08,coal,20.32,9,17051.86,1001.68
flight_long,58.03,eggs,2.49,grid_eu,21.56,9,57754.19,1763.13
bus,31.17,eggs,2.15,coal,39.09,7,30693.16,1891.4
car_ev,55.27,rice,2.09,hydro,14.54,9,20172.47,628.31
car_petrol,13.55,legumes,0.96,grid_eu,33.16,1,6891.77,502.05
car_diesel,63.09,fish,1.45,wind,10.47,0,0.0,595.08
bicycle,23.87,beef,1.35,nuclear,9.83,6,39146.66,1672.86
car_diesel,10.82,lamb,2.18,grid_eu,18.19,0,0.0,2617.3
bus,51.05,eggs,2.01,grid_us,14.69,1,3237.88,642.67
flight_long,41.36,rice,1.61,wind,36.16,2,10057.71,612.13
train,10.45,pork,2.35,nuclear,26.49,3,2827.58,957.72
motorcycle,42.69,fish,2.03,grid_india,35.53,6,43420.06,1972.93
car_diesel,72.05,pork,0.97,nuclear,22.82,2,8822.33,870.4
car_diesel,5.37,fruits,0.7,grid_us,16.58,8,32002.92,806.19
car_petrol,41.39,pork,1.26,grid_india,21.33,7,32390.51,1736.19
bicycle,18.19,fish,0.92,solar,32.01,5,22359.56,530.05
car_diesel,79.4,fruits,2.37,grid_us,9.67,7,5241.64,677.23
motorcycle,63.2,pork,2.06,nuclear,18.12,0,0.0,958.74
flight_short,47.08,dairy,1.1,grid_us,39.36,4,9262.66,1158.66
car_petrol,7.95,lamb,2.08,coal,9.17,5,8785.82,2802.53
bicycle,74.75,chicken,0.58,hydro,18.68,0,0.0,137.59
car_ev,21.2,pork,0.93,hydro,39.5,3,14952.41,646.66
flight_short,26.93,eggs,1.26,coal,19.96,9,46669.47,1620.02
motorcycle,71.84,beef,1.49,oil,8.35,7,14300.55,1875.04
flight_short,73.28,lamb,2.28,grid_us,19.8,4,23589.92,4151.68
flight_short,69.29,fish,1.42,wind,19.69,9,5060.58,923.04
car_diesel,37.38,fish,0.78,grid_india,27.45,7,44978.89,1621.82
car_diesel,54.1,dairy,0.71,natural_gas,8.2,0,0.0,471.48
car_petrol,19.13,dairy,1.89,oil,10.26,8,24999.85,859.91
train,9.82,vegetables,2.33,coal,12.9,8,23631.5,867.57
flight_long,42.25,lamb,2.12,grid_eu,10.09,7,44622.08,3272.48
bus,8.77,rice,1.49,natural_gas,34.07,8,29235.43,1153.17
motorcycle,76.58,fish,1.29,wind,24.88,8,49055.7,1313.63
car_petrol,51.87,dairy,2.0,grid_us,22.53,5,23180.89,1110.92
motorcycle,20.42,beef,2.15,solar,38.55,7,31906.06,2304.86
motorcycle,16.72,lamb,1.58,coal,23.48,0,0.0,2536.12
car_diesel,79.9,nuts,0.87,grid_eu,12.6,6,47065.72,1399.92
bus,34.43,nuts,0.79,oil,5.05,1,4798.46,332.7
car_petrol,56.79,vegetables,1.9,wind,10.27,5,33708.47,1106.78
walking,69.41,rice,2.47,natural_gas,7.21,4,18868.48,673.16
bus,76.62,nuts,1.16,natural_gas,15.64,4,26985.47,996.46
car_petrol,51.22,vegetables,0.51,coal,33.92,4,22848.96,1547.5
car_diesel,39.58,chicken,2.06,hydro,24.86,1,2753.95,678.2
car_diesel,70.34,legumes,2.02,grid_india,27.52,2,5439.05,1059.01
flight_short,49.61,beef,0.77,solar,31.48,6,34747.62,1515.33
car_diesel,55.83,eggs,1.2,grid_us,20.08,5,12703.16,943.51
car_diesel,34.1,lamb,0.94,solar,21.02,2,4172.93,1329.56
bicycle,48.63,lamb,2.11,solar,29.49,1,1506.79,2520.85
flight_long,73.75,vegetables,1.81,wind,33.75,6,16772.63,874.63
flight_long,21.86,legumes,2.41,oil,19.11,2,15843.47,864.67
bicycle,27.27,dairy,2.48,nuclear,21.38,1,7043.1,374.93
car_ev,72.22,chicken,0.53,natural_gas,34.0,6,3054.16,785.37
flight_long,29.82,fish,1.81,grid_eu,24.78,3,14553.97,1005.98
bus,11.69,dairy,1.83,hydro,38.1,5,12127.81,451.26
train,64.95,fish,1.86,grid_india,5.69,6,24889.16,926.01
bus,50.98,eggs,1.77,wind,27.31,2,12679.02,584.4
flight_long,55.86,pork,2.07,solar,36.5,5,4732.23,1137.73
bicycle,46.07,rice,0.72,oil,22.63,8,26159.26,963.53
motorcycle,34.09,fish,0.82,grid_us,18.35,3,21905.17,843.41
motorcycle,45.03,legumes,0.97,oil,27.35,9,46725.06,1426.62
car_diesel,7.36,eggs,1.38,nuclear,33.06,0,0.0,217.2
bus,14.49,vegetables,1.4,coal,25.96,3,20990.26,989.87
bus,16.4,pork,0.57,grid_india,30.84,9,71079.5,2194.59
train,16.68,vegetables,1.94,hydro,35.09,3,17766.84,452.99
bus,28.23,eggs,0.58,hydro,37.01,8,8730.94,311.33
bus,45.34,nuts,0.83,grid_eu,30.27,7,25124.62,792.6
bicycle,47.59,fruits,1.86,grid_india,10.54,0,0.0,277.08
motorcycle,48.72,nuts,0.86,grid_india,7.14,3,8039.63,519.87
car_ev,68.37,vegetables,0.52,grid_eu,13.66,1,2496.71,317.39
flight_short,30.99,legumes,2.02,grid_eu,21.94,4,20088.43,839.77
flight_short,33.5,chicken,1.17,oil,15.3,7,42637.02,1551.97
flight_long,71.58,eggs,1.54,solar,34.61,5,30685.61,1127.93
car_ev,22.07,fruits,1.53,grid_us,29.35,3,15339.15,682.96
walking,26.31,pork,1.48,grid_eu,31.41,9,18136.2,1076.82
car_ev,70.78,lamb,1.45,hydro,16.08,6,32785.07,2243.12
car_petrol,63.39,beef,1.55,grid_eu,34.31,8,14346.95,2152.62
bicycle,57.37,pork,1.97,grid_eu,34.0,9,25159.0,1357.86
flight_long,17.95,pork,2.36,oil,13.16,7,53420.79,1972.59
train,61.11,rice,0.56,coal,11.53,0,0.0,406.47
flight_long,18.17,beef,0.72,grid_us,9.8,3,19543.79,1123.76
train,54.25,beef,1.84,grid_eu,28.36,1,2940.43,1874.35
train,51.0,nuts,1.05,oil,26.97,0,0.0,632.87
car_diesel,66.72,beef,1.72,hydro,18.17,1,1988.04,1846.66
flight_long,41.1,fruits,0.74,wind,9.77,3,1912.19,320.99
car_petrol,64.93,pork,1.89,oil,29.19,1,2695.43,1713.95
train,41.84,pork,2.0,nuclear,18.12,9,42213.83,1429.8
motorcycle,40.5,fish,2.03,hydro,33.87,7,50550.38,1351.24
train,26.55,lamb,0.7,solar,6.94,4,31875.37,1315.71
flight_long,64.42,chicken,1.35,grid_eu,10.14,6,12607.38,981.96
walking,16.16,chicken,1.25,grid_eu,17.34,2,6599.57,498.33
bus,54.25,pork,1.88,oil,21.04,9,20687.29,1589.63
train,75.74,fish,1.46,coal,33.08,6,42458.16,1999.87
car_ev,30.98,eggs,0.92,nuclear,26.86,0,0.0,193.51
train,63.58,legumes,1.54,solar,19.0,4,19548.08,458.54
flight_long,36.91,legumes,2.26,coal,11.0,4,20697.73,908.43
car_diesel,27.21,rice,2.11,grid_us,32.82,8,10836.29,1042.76
walking,25.12,vegetables,1.12,grid_india,9.93,0,0.0,260.49
flight_short,41.53,legumes,0.71,natural_gas,35.52,2,14309.37,1095.24
walking,30.39,dairy,2.22,grid_eu,34.67,6,29830.4,1048.7
motorcycle,71.76,vegetables,1.65,grid_us,39.87,9,56114.72,1744.19
walking,42.49,nuts,1.25,hydro,37.97,5,29185.29,590.68
bus,35.03,rice,1.54,solar,33.02,8,56888.49,1259.92
flight_long,45.03,lamb,0.65,hydro,17.83,4,3698.45,1068.85
bicycle,55.51,vegetables,1.86,grid_us,34.03,1,2119.44,518.2
motorcycle,11.4,chicken,0.56,wind,15.92,0,0.0,158.28
bicycle,38.93,fish,0.56,wind,11.98,1,2278.61,147.99
car_ev,77.83,dairy,0.98,coal,8.98,4,31467.94,934.44
bicycle,8.93,beef,1.96,natural_gas,11.01,6,7196.71,1877.04
motorcycle,68.8,eggs,1.21,natural_gas,5.21,3,2054.76,520.77
car_ev,74.04,beef,2.38,grid_india,6.19,3,9745.27,2440.16
bicycle,78.07,lamb,2.08,solar,17.9,9,20472.98,2819.8
bicycle,17.07,rice,1.97,wind,34.63,4,11642.64,440.71
car_ev,77.02,eggs,1.33,wind,25.37,9,54890.48,1337.2
flight_short,37.44,lamb,0.9,natural_gas,8.94,6,16722.06,1830.95
car_petrol,40.67,dairy,0.7,nuclear,28.59,4,15324.33,590.99
flight_long,45.75,vegetables,2.41,grid_india,12.27,0,0.0,687.63
car_diesel,16.27,fish,2.36,grid_india,39.96,5,7762.1,1596.73
flight_long,23.46,fish,1.05,grid_eu,15.09,3,17417.89,704.19
bicycle,32.12,lamb,2.05,hydro,24.62,7,38908.16,3214.9
motorcycle,75.83,lamb,2.4,natural_gas,14.46,2,13590.56,3468.08
bus,31.73,fruits,0.84,oil,8.47,5,24866.73,649.67
bus,17.74,nuts,2.12,grid_india,31.43,7,54812.92,1689.2
car_ev,31.41,lamb,1.1,hydro,31.82,0,0.0,1280.01
car_ev,65.16,beef,0.95,grid_eu,8.19,7,28661.99,1513.57
walking,44.16,vegetables,0.89,grid_eu,38.56,2,14986.69,630.12
bicycle,42.62,dairy,0.84,natural_gas,18.8,6,41149.12,983.76
walking,48.04,lamb,1.32,coal,39.83,5,15751.35,2709.87
motorcycle,76.48,beef,1.18,solar,30.44,9,45725.52,2068.37
flight_long,55.46,rice,1.03,solar,15.51,0,0.0,462.58
bus,53.21,vegetables,1.58,grid_india,31.54,2,2485.85,940.05
train,65.32,fruits,2.32,natural_gas,24.66,1,4490.9,532.92
motorcycle,64.27,rice,1.27,oil,19.67,4,16116.24,958.8
flight_short,31.35,vegetables,0.72,grid_eu,37.53,4,27474.1,1018.44
flight_short,11.08,chicken,2.43,coal,17.08,4,12691.81,1278.22
car_petrol,12.47,beef,1.5,nuclear,23.97,5,34012.61,1850.78
walking,21.25,vegetables,0.88,grid_eu,6.13,1,2073.19,137.11
bicycle,54.88,lamb,2.02,wind,39.37,9,63281.2,3510.57
walking,13.21,dairy,2.2,wind,20.13,1,5948.54,288.33
walking,37.48,rice,0.97,solar,39.13,0,0.0,173.69
flight_long,30.21,beef,1.05,nuclear,30.51,7,55531.98,2028.16
car_diesel,20.86,nuts,2.17,nuclear,17.14,7,10258.98,440.92
car_ev,55.12,vegetables,1.08,hydro,38.55,2,3801.66,236.15
walking,76.91,nuts,1.78,grid_us,9.82,9,61887.99,1262.99
flight_short,62.87,vegetables,1.74,wind,32.66,7,49650.76,1450.15
motorcycle,47.36,beef,0.97,natural_gas,38.07,2,9239.13,1585.31
train,47.76,vegetables,0.93,hydro,35.89,5,26267.07,603.88
bus,18.29,legumes,0.54,wind,15.7,4,7596.74,192.06
motorcycle,37.51,vegetables,1.46,natural_gas,24.82,8,20827.63,1023.96
bicycle,74.58,fruits,1.82,oil,25.0,8,43094.74,1238.19
flight_long,53.89,fruits,2.23,grid_eu,37.86,8,27565.01,1222.46
train,23.58,vegetables,0.59,grid_us,33.35,9,60121.98,1299.74
car_petrol,37.3,lamb,1.83,natural_gas,14.13,4,21327.24,2996.14
bicycle,55.72,fish,2.49,grid_india,25.7,1,2430.58,962.0
car_diesel,7.41,rice,0.83,hydro,5.09,6,41372.85,762.03
bus,63.94,vegetables,1.74,grid_india,13.14,8,57960.36,1502.22
train,30.18,lamb,0.82,grid_eu,7.78,0,0.0,1083.01
bus,70.75,fruits,1.75,wind,30.68,6,21203.37,622.56
car_ev,46.32,beef,1.46,nuclear,30.57,3,16954.75,1551.14
car_petrol,24.99,vegetables,1.89,coal,35.9,2,13605.42,1342.41
train,57.48,fish,2.33,natural_gas,30.42,4,28369.77,1380.04
car_ev,28.42,nuts,1.96,solar,30.01,1,6476.84,354.31
bicycle,47.02,rice,2.37,grid_india,23.22,5,10085.8,910.23
motorcycle,63.39,vegetables,1.29,natural_gas,31.17,8,49295.9,1582.36
train,66.34,fruits,2.1,nuclear,25.87,6,25225.11,562.61
car_diesel,67.46,dairy,1.59,grid_india,39.67,7,34728.21,1821.23
motorcycle,48.58,lamb,1.39,solar,13.22,8,24030.52,2337.1
motorcycle,42.77,fish,0.68,solar,25.03,1,6985.93,399.35
car_petrol,79.36,pork,0.97,oil,38.06,4,21846.94,1929.69
bicycle,38.41,vegetables,0.57,coal,37.47,1,6611.5,1074.01
motorcycle,54.23,rice,0.56,natural_gas,24.4,1,4638.13,701.91
flight_short,29.03,eggs,1.49,oil,11.8,3,17937.21,961.42
car_diesel,75.36,vegetables,1.01,solar,19.4,2,15961.22,708.75
walking,55.32,dairy,2.22,grid_eu,35.6,2,2248.27,539.8
walking,78.81,fish,2.23,wind,34.2,1,835.33,449.74
flight_short,70.54,lamb,2.35,grid_us,12.67,3,14607.41,3891.96
car_ev,31.11,fish,1.58,natural_gas,30.49,5,32609.87,1326.95
flight_long,15.63,nuts,2.02,grid_india,18.89,8,25385.07,1118.62
flight_long,37.18,lamb,0.96,solar,37.89,9,52988.51,2493.43
flight_long,75.01,legumes,1.81,grid_india,21.87,5,27705.58,1447.09
car_diesel,31.92,chicken,2.39,grid_us,10.59,6,43900.01,1441.19
car_ev,36.65,dairy,0.81,solar,19.38,2,4651.81,229.59
bicycle,73.17,pork,0.54,wind,28.93,1,2819.36,243.51
motorcycle,71.64,legumes,2.48,coal,8.85,0,0.0,516.44
car_petrol,27.36,chicken,1.7,nuclear,32.63,9,45628.57,1243.5
motorcycle,71.96,rice,0.86,oil,5.77,7,32022.1,1066.0
walking,21.64,legumes,1.53,hydro,27.58,3,15988.7,331.14
car_diesel,30.32,pork,1.54,grid_india,20.73,4,2042.55,1310.29
bus,46.77,nuts,1.29,nuclear,7.47,6,14235.65,486.56
bus,56.58,fruits,1.54,natural_gas,13.9,8,57760.93,1334.39
flight_long,72.5,beef,2.1,hydro,24.55,9,46506.15,2919.79
bicycle,71.4,lamb,2.38,natural_gas,34.53,1,2759.48,3223.59
motorcycle,78.79,rice,2.09,grid_us,20.7,0,0.0,702.15
walking,40.45,eggs,2.12,wind,12.93,3,3142.13,356.69
flight_short,40.6,lamb,1.62,nuclear,39.27,7,52689.21,3250.69
bus,28.33,vegetables,0.88,hydro,16.1,3,8572.08,278.23
train,21.62,eggs,0.84,wind,38.4,4,26229.79,561.34
bicycle,30.52,pork,1.0,coal,30.34,5,36607.21,1673.88
car_diesel,54.26,dairy,0.66,wind,28.8,6,7271.94,477.75
walking,32.31,nuts,1.86,grid_india,9.58,1,4829.6,444.74
car_diesel,15.94,lamb,1.16,coal,8.35,9,35862.33,2313.43
car_petrol,41.13,vegetables,0.78,grid_us,32.67,5,34782.63,1198.68
flight_long,34.15,beef,2.13,grid_eu,13.99,0,0.0,2038.44
car_diesel,30.36,rice,1.64,oil,12.26,2,15932.8,808.89
car_petrol,66.45,vegetables,0.67,coal,31.48,0,0.0,1143.77
bicycle,52.16,lamb,0.75,natural_gas,14.19,5,36574.58,1805.78
walking,71.73,fish,1.36,hydro,9.31,7,51195.98,1081.38
car_diesel,28.44,vegetables,1.68,hydro,33.61,3,12487.61,453.92
bus,23.54,nuts,0.92,grid_india,23.81,2,1521.13,673.75
flight_long,5.56,beef,1.53,grid_us,39.75,0,0.0,1667.31
car_ev,14.61,pork,2.46,natural_gas,10.64,2,11908.97,1311.66
train,57.42,fish,0.77,oil,10.12,6,38583.97,1015.93
flight_long,26.43,beef,0.92,grid_india,35.66,3,10686.0,1711.16
train,27.28,rice,2.17,nuclear,16.6,4,2428.13,350.97
car_petrol,54.08,legumes,0.96,solar,23.06,9,22317.75,661.76
motorcycle,76.33,nuts,0.78,hydro,27.91,6,38370.02,926.49
car_petrol,6.01,fruits,0.54,grid_eu,13.85,8,59861.72,1165.72
car_diesel,62.05,pork,1.69,grid_eu,38.71,8,19292.92,1602.11
walking,33.27,lamb,1.53,oil,34.96,2,11648.44,2831.57
flight_short,19.86,chicken,0.72,grid_us,31.13,3,9029.79,832.64
flight_short,8.59,beef,1.99,grid_eu,19.55,4,3168.01,1876.09
train,9.64,eggs,0.55,nuclear,36.3,6,34339.9,686.71
motorcycle,55.93,vegetables,1.07,grid_us,35.16,4,10365.13,815.24
car_petrol,20.82,fish,1.99,nuclear,19.96,6,11540.05,693.56
car_petrol,64.03,rice,1.91,grid_us,30.95,8,42795.84,1718.04
walking,42.99,legumes,1.65,grid_us,39.12,3,18807.7,745.32
flight_short,62.4,chicken,2.02,oil,11.83,5,25314.41,1545.21
walking,34.76,fish,1.02,natural_gas,29.18,6,3431.35,649.6
car_ev,7.32,eggs,0.88,solar,7.54,2,7365.07,262.31
train,46.49,vegetables,1.3,hydro,22.6,2,10779.61,350.5
flight_short,76.36,vegetables,2.1,natural_gas,34.09,9,21667.96,1558.21
flight_short,30.26,vegetables,1.65,nuclear,38.33,9,14575.18,564.39
car_ev,21.26,nuts,1.49,grid_eu,28.01,0,0.0,392.68
car_petrol,41.71,fish,2.13,grid_eu,11.68,8,38462.18,1300.04
walking,6.13,beef,0.55,grid_eu,26.94,8,15381.78,964.76
bus,10.84,chicken,1.77,wind,5.68,7,17430.94,699.43
flight_long,21.76,fish,1.62,wind,33.79,0,0.0,392.97
flight_long,62.79,lamb,2.28,oil,21.58,7,50570.52,4100.1
flight_long,64.9,eggs,1.56,wind,11.29,1,5054.93,669.96
motorcycle,15.96,chicken,1.69,oil,18.41,1,4722.36,861.14
car_ev,21.11,fruits,1.0,hydro,31.17,3,3956.75,149.15
car_petrol,8.1,rice,1.6,nuclear,38.91,2,8878.92,357.66
car_diesel,26.78,fruits,2.07,hydro,5.55,1,2370.14,230.92
car_ev,13.29,nuts,1.47,wind,11.54,5,37683.82,745.49
flight_short,7.37,legumes,0.75,oil,27.61,3,16659.39,851.41
motorcycle,24.33,vegetables,0.73,wind,22.29,5,3580.05,177.77
motorcycle,61.92,eggs,1.13,hydro,29.04,3,21452.38,671.46
bus,57.89,fruits,0.95,grid_us,22.9,2,1901.28,481.1
motorcycle,52.95,vegetables,1.0,grid_eu,10.93,3,8702.81,483.62
bicycle,71.04,pork,1.84,oil,29.51,3,3582.96,1276.39
car_petrol,29.94,beef,1.12,grid_eu,17.22,7,22004.3,1595.07
flight_long,66.16,dairy,2.06,grid_us,37.63,8,39181.85,1643.51
bus,50.17,rice,2.25,grid_eu,24.67,6,38671.52,1219.33
motorcycle,77.72,chicken,1.75,nuclear,7.14,9,35614.5,1179.23
car_petrol,51.23,beef,1.95,grid_india,21.39,0,0.0,2357.58
flight_short,65.9,fruits,1.21,natural_gas,21.03,2,14890.11,1079.55
flight_short,11.03,pork,1.76,grid_india,29.55,0,0.0,1414.62
flight_long,45.46,pork,1.88,coal,5.06,5,14538.0,1430.55
train,72.1,vegetables,2.45,solar,14.52,7,49863.5,1143.38
