transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
car_petrol,105.4,fish,0.3,natural_gas,6.6,8,16000,231.08
bicycle,2.7,fish,0.3,coal,6.6,1,2000,147.08
bicycle,2.3,chicken,0.4,grid_eu,5.6,4,8000,148.0
car_ev,63.97,fish,0.3,natural_gas,5.2,0,0,187.75
bicycle,2.3,vegetables,0.3,coal,6.8,8,16000,291.5
bus,27.3,fish,0.3,natural_gas,5.8,4,8000,167.5
bicycle,0.2,fish,0.3,coal,6.2,4,8000,191.58
bicycle,3.07,fish,0.3,natural_gas,6.4,4,8000,231.17
bicycle,0.43,fish,0.3,coal,7.2,0,0,146.25
bicycle,2.3,fish,0.3,natural_gas,6.9,4,8000,214.25
bus,34.13,chicken,0.4,natural_gas,6.4,1,2000,129.0
bus,13.6,chicken,0.4,coal,5.3,4,8000,211.5
bus,43.97,fish,0.3,grid_eu,6.7,0,0,106.75
car_petrol,253.27,chicken,0.4,natural_gas,6.9,0,0,299.17
bus,35.4,fish,0.3,coal,6.9,8,16000,276.67
bicycle,0.4,vegetables,0.5,coal,5.4,0,0,61.5
bicycle,0.63,chicken,0.4,natural_gas,6.9,8,16000,262.25
bus,33.47,fish,0.3,natural_gas,6.3,4,8000,205.08
car_diesel,245.43,vegetables,0.5,coal,6.1,1,2000,252.42
bicycle,2.27,vegetables,0.5,coal,5.5,1,2000,144.92
bicycle,1.83,chicken,0.4,grid_eu,6.7,1,2000,135.08
bus,59.5,vegetables,0.3,coal,5.5,1,2000,147.42
bus,12.53,vegetables,0.5,grid_eu,6.7,0,0,95.92
bus,50.53,vegetables,0.5,grid_eu,6.8,8,16000,265.0
bicycle,2.17,vegetables,0.5,coal,5.3,1,2000,88.75
bicycle,0.67,chicken,0.4,coal,7.2,0,0,190.0
bicycle,3.27,vegetables,0.3,grid_eu,7.4,4,8000,200.83
car_petrol,9.6,vegetables,0.5,coal,5.8,0,0,86.83
car_petrol,166.6,vegetables,0.5,grid_eu,5.3,1,2000,198.83
car_diesel,44.67,vegetables,0.5,grid_eu,7.4,1,2000,117.83
bus,50.23,fish,0.3,coal,7.4,0,0,85.33
bicycle,1.27,chicken,0.4,grid_eu,5.8,4,8000,141.17
car_petrol,326.6,vegetables,0.3,grid_eu,5.1,1,2000,264.17
bicycle,1.33,chicken,0.4,grid_eu,7.0,1,2000,152.75
bicycle,0.63,vegetables,0.3,natural_gas,7.1,8,16000,242.67
bus,46.2,vegetables,0.5,coal,6.9,0,0,193.92
bicycle,2.37,chicken,0.4,natural_gas,5.8,8,16000,177.0
bus,58.9,vegetables,0.3,natural_gas,6.2,0,0,123.58
bicycle,0.8,fish,0.3,coal,5.6,4,8000,159.42
car_diesel,55.27,vegetables,0.5,natural_gas,6.8,4,8000,185.67
bicycle,0.03,vegetables,0.3,natural_gas,7.3,0,0,190.25
bicycle,1.83,fish,0.3,coal,6.9,8,16000,245.42
car_petrol,198.8,vegetables,0.5,natural_gas,5.2,4,8000,264.67
bicycle,0.93,fish,0.3,natural_gas,6.3,0,0,103.0
car_petrol,243.47,vegetables,0.5,coal,5.3,4,8000,224.42
bicycle,0.93,chicken,0.4,coal,5.2,4,8000,150.75
bicycle,0.8,vegetables,0.3,natural_gas,7.0,8,16000,171.25
bus,21.93,vegetables,0.5,grid_eu,6.0,4,8000,110.0
bicycle,1.13,vegetables,0.5,coal,7.0,1,2000,112.0
bicycle,2.67,fish,0.3,coal,6.5,1,2000,127.67
bus,33.2,vegetables,0.5,coal,6.8,4,8000,192.17
bus,66.43,chicken,0.4,coal,7.3,0,0,202.5
bicycle,2.67,vegetables,0.3,coal,5.3,1,2000,70.5
car_petrol,219.13,fish,0.3,grid_eu,6.9,0,0,271.92
bicycle,0.07,chicken,0.4,natural_gas,6.1,8,16000,202.0
bus,56.57,fish,0.3,grid_eu,7.0,0,0,97.58
bicycle,0.67,fish,0.3,grid_eu,6.4,1,2000,107.42
car_petrol,292.33,chicken,0.4,coal,6.9,1,2000,309.67
bus,3.7,chicken,0.4,coal,5.4,8,16000,247.25
bus,2.47,vegetables,0.3,coal,6.3,8,16000,204.75
bicycle,1.37,fish,0.3,coal,6.6,0,0,237.08
car_diesel,273.13,chicken,0.4,coal,7.1,8,16000,399.17
bus,6.77,fish,0.3,coal,6.7,8,16000,181.58
car_petrol,169.13,chicken,0.4,natural_gas,5.3,1,2000,385.17
bicycle,0.67,chicken,0.4,coal,6.1,0,0,163.67
bus,18.37,vegetables,0.5,natural_gas,5.3,0,0,112.58
bicycle,2.87,fish,0.3,coal,6.6,1,2000,93.75
car_petrol,297.4,chicken,0.4,coal,7.3,4,8000,586.08
bus,47.07,vegetables,0.5,coal,5.5,1,2000,132.58
bus,20.53,vegetables,0.3,coal,5.4,4,8000,142.58
bus,33.27,vegetables,0.3,grid_eu,5.8,4,8000,91.25
car_petrol,93.03,vegetables,0.3,grid_eu,5.6,8,16000,277.17
bicycle,1.5,vegetables,0.3,coal,7.0,8,16000,177.25
car_diesel,206.9,vegetables,0.5,grid_eu,6.6,4,8000,244.08
bus,65.33,vegetables,0.3,coal,6.4,8,16000,180.08
car_petrol,53.8,vegetables,0.5,natural_gas,5.3,4,8000,162.67
car_ev,172.5,vegetables,0.3,coal,5.6,1,2000,137.5
bus,31.73,fish,0.3,grid_eu,6.9,1,2000,139.33
car_petrol,191.27,fish,0.3,coal,7.0,1,2000,186.67
car_petrol,277.23,vegetables,0.3,coal,6.2,1,2000,269.83
bicycle,0.37,vegetables,0.5,coal,6.5,1,2000,170.42
bicycle,1.73,vegetables,0.3,coal,6.2,8,16000,213.58
bus,27.77,vegetables,0.3,grid_eu,5.1,8,16000,257.83
bus,15.07,chicken,0.4,coal,5.5,4,8000,124.92
bus,19.67,vegetables,0.3,coal,6.6,1,2000,97.58
bus,61.33,fish,0.3,coal,6.9,0,0,151.17
car_petrol,35.33,vegetables,0.5,coal,5.6,4,8000,198.0
car_petrol,169.13,vegetables,0.3,natural_gas,6.1,0,0,151.5
bus,37.8,chicken,0.4,natural_gas,5.7,1,2000,129.92
car_ev,50.6,chicken,0.4,coal,7.0,4,8000,204.83
bus,60.03,chicken,0.4,coal,5.3,8,16000,220.5
bus,63.43,vegetables,0.5,coal,5.9,1,2000,120.58
bus,25.67,fish,0.3,natural_gas,5.8,0,0,80.92
bicycle,0.0,chicken,0.4,coal,5.4,4,8000,112.17
bicycle,0.33,chicken,0.4,natural_gas,6.2,1,2000,126.17
car_petrol,93.37,chicken,0.4,coal,7.1,1,2000,228.17
car_diesel,275.73,fish,0.3,coal,6.7,4,8000,415.08
bicycle,2.83,fish,0.3,coal,6.7,8,16000,239.25
bus,26.17,chicken,0.4,coal,6.1,4,8000,255.17
car_ev,324.67,fish,0.3,natural_gas,5.1,0,0,86.75
bus,14.47,vegetables,0.3,natural_gas,7.2,4,8000,134.5
bicycle,1.03,vegetables,0.5,natural_gas,6.9,0,0,103.58
bus,42.07,fish,0.3,coal,7.3,0,0,83.17
bicycle,2.73,vegetables,0.5,natural_gas,6.0,8,16000,281.92
bus,10.8,vegetables,0.5,natural_gas,5.8,1,2000,129.42
bicycle,2.63,fish,0.3,grid_eu,6.8,1,2000,104.58
car_petrol,152.63,vegetables,0.5,natural_gas,5.5,4,8000,236.58
bicycle,0.3,vegetables,0.3,coal,5.1,1,2000,160.0
car_petrol,224.47,fish,0.3,coal,6.7,0,0,341.83
car_petrol,74.2,vegetables,0.5,grid_eu,6.8,1,2000,150.58
bus,29.83,chicken,0.4,grid_eu,6.4,1,2000,129.17
bus,46.1,vegetables,0.5,coal,6.6,4,8000,169.42
bicycle,0.27,fish,0.3,grid_eu,6.9,1,2000,152.33
bicycle,1.3,fish,0.3,coal,6.0,8,16000,254.42
bicycle,1.9,fish,0.3,grid_eu,7.0,1,2000,110.0
bus,13.57,vegetables,0.3,coal,5.3,8,16000,175.75
car_petrol,13.8,vegetables,0.3,coal,5.8,1,2000,142.92
bicycle,2.3,vegetables,0.3,coal,7.3,0,0,93.67
car_petrol,230.87,vegetables,0.5,grid_eu,6.2,1,2000,161.58
bus,12.03,vegetables,0.5,coal,5.3,0,0,74.0
bus,49.87,fish,0.3,coal,5.4,1,2000,198.25
bicycle,1.97,vegetables,0.3,coal,5.4,4,8000,164.25
bus,25.07,vegetables,0.3,coal,6.4,8,16000,189.0
car_diesel,266.77,vegetables,0.3,natural_gas,6.8,1,2000,358.25
car_petrol,176.93,vegetables,0.5,grid_eu,6.0,1,2000,191.42
bus,7.83,chicken,0.4,grid_eu,5.0,1,2000,101.08
car_diesel,217.07,chicken,0.4,coal,7.1,4,8000,337.33
bicycle,0.23,fish,0.3,coal,5.2,1,2000,162.5
bus,63.37,chicken,0.4,coal,7.0,1,2000,95.75
bus,44.47,fish,0.3,coal,7.4,0,0,113.75
car_ev,228.0,vegetables,0.5,coal,6.5,1,2000,163.83
bicycle,2.33,fish,0.3,coal,5.1,8,16000,163.75
car_diesel,112.37,chicken,0.4,coal,5.3,8,16000,327.83
car_petrol,288.97,chicken,0.4,coal,6.0,0,0,390.33
bicycle,2.33,vegetables,0.3,grid_eu,5.7,4,8000,130.33
bus,3.27,vegetables,0.5,coal,6.6,4,8000,223.08
bicycle,0.73,vegetables,0.5,natural_gas,5.5,1,2000,91.75
bicycle,3.2,fish,0.3,natural_gas,6.7,8,16000,265.75
bus,9.4,fish,0.3,natural_gas,5.8,1,2000,106.58
car_petrol,150.03,chicken,0.4,grid_eu,5.3,8,16000,406.5
bus,52.03,fish,0.3,natural_gas,6.8,1,2000,128.92
car_petrol,236.13,vegetables,0.3,coal,6.9,0,0,199.83
car_petrol,75.27,chicken,0.4,coal,6.1,8,16000,226.42
car_petrol,269.0,vegetables,0.3,grid_eu,7.0,1,2000,222.58
bicycle,1.23,fish,0.3,grid_eu,6.3,0,0,100.75
car_petrol,170.77,vegetables,0.3,natural_gas,5.2,8,16000,297.17
bicycle,0.5,fish,0.3,grid_eu,5.1,0,0,144.75
bicycle,0.17,vegetables,0.3,grid_eu,6.8,1,2000,83.92
car_petrol,252.8,vegetables,0.5,natural_gas,6.5,4,8000,404.25
bicycle,0.4,chicken,0.4,coal,5.8,0,0,121.58
car_petrol,109.57,fish,0.3,coal,6.4,1,2000,256.08
bus,66.0,vegetables,0.5,coal,6.1,0,0,76.33
car_ev,17.33,vegetables,0.5,natural_gas,6.7,4,8000,184.5
car_petrol,11.77,chicken,0.4,grid_eu,5.1,1,2000,122.42
bus,33.4,chicken,0.4,grid_eu,6.2,4,8000,139.5
car_ev,35.3,vegetables,0.5,natural_gas,6.9,0,0,109.0
car_ev,48.47,vegetables,0.5,natural_gas,6.0,0,0,115.5
bus,13.6,vegetables,0.3,coal,7.4,4,8000,138.58
car_diesel,1.4,vegetables,0.5,coal,5.1,8,16000,159.33
car_ev,165.17,vegetables,0.3,natural_gas,5.2,4,8000,152.33
bicycle,0.33,chicken,0.4,coal,6.8,8,16000,278.83
car_petrol,81.0,chicken,0.4,coal,6.2,4,8000,278.33
bus,28.0,fish,0.3,natural_gas,6.3,4,8000,203.83
bicycle,3.1,vegetables,0.3,natural_gas,6.7,8,16000,191.67
car_diesel,186.93,vegetables,0.3,coal,5.1,4,8000,238.25
bicycle,1.3,fish,0.3,coal,5.1,4,8000,156.33
bicycle,0.53,chicken,0.4,natural_gas,6.3,0,0,111.25
bus,14.2,vegetables,0.3,natural_gas,7.0,0,0,110.0
bus,41.13,vegetables,0.3,grid_eu,6.3,4,8000,183.33
bus,49.63,vegetables,0.3,natural_gas,7.3,1,2000,104.08
car_petrol,86.1,fish,0.3,grid_eu,6.9,8,16000,256.17
car_ev,3.83,vegetables,0.5,natural_gas,6.1,8,16000,209.08
bicycle,1.77,fish,0.3,coal,5.6,8,16000,210.33
bus,51.83,vegetables,0.5,coal,6.9,0,0,112.58
car_petrol,272.3,vegetables,0.3,coal,7.1,1,2000,379.17
bicycle,0.93,vegetables,0.5,coal,5.4,0,0,120.0
bus,16.83,chicken,0.4,coal,7.4,0,0,133.92
bus,31.6,fish,0.3,coal,6.2,0,0,130.0
bus,23.73,fish,0.3,grid_eu,5.2,0,0,56.25
car_ev,112.1,vegetables,0.3,coal,6.7,8,16000,247.58
bicycle,1.63,vegetables,0.5,coal,6.3,0,0,89.58
bicycle,0.37,vegetables,0.5,natural_gas,6.4,1,2000,127.33
car_petrol,303.2,vegetables,0.5,coal,6.1,8,16000,602.17
car_diesel,298.27,chicken,0.4,coal,6.6,8,16000,291.25
bicycle,1.43,chicken,0.4,natural_gas,6.6,1,2000,128.08
bicycle,0.07,fish,0.3,coal,6.8,8,16000,265.75
car_petrol,324.63,vegetables,0.3,coal,5.5,8,16000,611.42
bus,18.2,vegetables,0.3,coal,7.1,4,8000,244.67
bus,43.87,vegetables,0.5,coal,5.6,4,8000,195.33
car_diesel,40.4,chicken,0.4,coal,6.7,1,2000,174.75
bicycle,0.57,vegetables,0.3,coal,5.7,8,16000,230.0
car_petrol,233.7,vegetables,0.5,coal,7.2,0,0,260.92
bus,35.2,vegetables,0.3,grid_eu,7.4,8,16000,163.33
car_ev,263.07,chicken,0.4,natural_gas,5.4,4,8000,195.75
bus,21.9,vegetables,0.3,coal,5.9,0,0,129.75
bicycle,1.33,vegetables,0.3,coal,5.4,1,2000,76.58
bus,39.7,chicken,0.4,natural_gas,6.5,0,0,79.33
car_ev,81.13,chicken,0.4,natural_gas,6.9,1,2000,171.42
car_ev,268.4,vegetables,0.5,grid_eu,6.9,8,16000,201.25
car_diesel,24.67,vegetables,0.3,coal,6.3,4,8000,200.42
car_petrol,112.33,vegetables,0.5,grid_eu,5.8,1,2000,204.75
car_petrol,34.7,chicken,0.4,coal,5.4,0,0,148.33
car_ev,298.03,vegetables,0.3,coal,6.7,0,0,125.83
car_petrol,284.7,vegetables,0.5,grid_eu,7.2,4,8000,375.5
bus,11.77,chicken,0.4,natural_gas,5.0,4,8000,215.33
bicycle,2.17,chicken,0.4,natural_gas,6.6,4,8000,130.25
car_petrol,63.47,fish,0.3,coal,7.4,8,16000,347.58
car_ev,227.3,fish,0.3,coal,6.1,4,8000,183.92
car_petrol,222.43,chicken,0.4,coal,6.8,0,0,223.25
bicycle,0.1,vegetables,0.3,grid_eu,6.6,0,0,101.08
bus,8.17,vegetables,0.5,coal,6.5,4,8000,190.0
car_diesel,52.97,vegetables,0.5,grid_eu,6.5,1,2000,160.17
car_petrol,34.9,vegetables,0.5,coal,7.1,0,0,217.08
car_petrol,8.97,fish,0.3,grid_eu,7.3,1,2000,133.75
car_petrol,269.1,fish,0.3,coal,5.3,1,2000,348.75
bicycle,2.0,vegetables,0.5,coal,6.6,4,8000,268.42
bicycle,0.33,vegetables,0.5,grid_eu,6.7,0,0,34.33
bicycle,2.77,vegetables,0.5,coal,6.9,8,16000,243.25
car_petrol,201.97,vegetables,0.5,coal,6.5,4,8000,339.83
car_petrol,241.27,vegetables,0.5,coal,6.0,4,8000,215.75
car_petrol,237.17,vegetables,0.3,grid_eu,5.0,1,2000,209.58
car_ev,284.33,vegetables,0.3,coal,6.6,8,16000,162.33
bicycle,0.2,vegetables,0.5,coal,5.5,0,0,186.08
car_petrol,295.8,vegetables,0.5,grid_eu,6.5,0,0,202.92
bus,25.4,vegetables,0.5,grid_eu,5.8,8,16000,238.92
bus,8.77,vegetables,0.5,natural_gas,7.0,0,0,129.5
bicycle,1.87,vegetables,0.5,grid_eu,6.5,0,0,81.33
bus,40.6,chicken,0.4,coal,6.4,0,0,153.83
bus,39.67,vegetables,0.3,coal,6.8,0,0,101.67
bus,44.67,vegetables,0.3,coal,5.1,8,16000,186.92
bus,13.97,fish,0.3,coal,6.7,1,2000,149.33
car_ev,279.43,fish,0.3,grid_eu,6.4,0,0,123.67
bicycle,1.7,fish,0.3,grid_eu,5.5,1,2000,107.67
bicycle,2.37,vegetables,0.3,natural_gas,5.2,0,0,154.83
car_petrol,155.7,vegetables,0.5,natural_gas,6.5,8,16000,297.58
car_ev,110.67,chicken,0.4,coal,6.7,8,16000,216.58
bus,4.8,fish,0.3,coal,7.3,8,16000,226.0
bus,28.83,vegetables,0.5,coal,6.4,8,16000,163.75
car_petrol,6.17,vegetables,0.5,grid_eu,5.0,4,8000,112.42
bus,35.3,chicken,0.4,grid_eu,6.7,8,16000,256.25
bus,64.77,chicken,0.4,coal,6.3,0,0,205.42
bicycle,3.03,vegetables,0.5,coal,6.5,0,0,109.08
bus,40.47,fish,0.3,natural_gas,6.5,1,2000,112.08
bus,14.03,vegetables,0.5,natural_gas,6.3,4,8000,155.75
bicycle,2.03,vegetables,0.5,grid_eu,5.1,1,2000,64.58
car_petrol,188.07,chicken,0.4,coal,5.9,1,2000,329.92
car_ev,214.27,vegetables,0.5,natural_gas,5.9,8,16000,194.42
bus,16.33,fish,0.3,coal,6.6,1,2000,94.75
car_ev,64.23,vegetables,0.5,natural_gas,6.1,0,0,133.25
bicycle,2.0,fish,0.3,grid_eu,7.3,4,8000,116.0
car_ev,206.03,vegetables,0.5,coal,6.0,1,2000,132.33
bus,37.8,fish,0.3,natural_gas,6.5,8,16000,199.0
car_diesel,214.7,fish,0.3,coal,5.8,1,2000,304.58
bus,21.5,vegetables,0.3,coal,6.1,4,8000,197.42
bus,0.5,fish,0.3,coal,6.0,0,0,112.0
bicycle,0.13,vegetables,0.3,grid_eu,5.9,8,16000,149.33
bicycle,1.77,chicken,0.4,natural_gas,7.2,8,16000,260.42
bus,46.23,vegetables,0.5,natural_gas,6.1,4,8000,175.5
bicycle,1.3,vegetables,0.5,coal,6.2,4,8000,109.08
car_ev,100.07,vegetables,0.3,grid_eu,5.7,8,16000,201.25
bicycle,2.37,fish,0.3,natural_gas,6.5,4,8000,225.92
car_ev,105.83,chicken,0.4,grid_eu,5.5,1,2000,107.5
bicycle,3.03,chicken,0.4,coal,5.4,0,0,57.83
bicycle,1.67,vegetables,0.3,coal,6.9,0,0,75.83
bus,26.8,vegetables,0.5,natural_gas,5.6,4,8000,207.08
car_petrol,125.13,vegetables,0.5,coal,5.3,1,2000,146.42
bus,0.83,vegetables,0.5,grid_eu,6.1,8,16000,179.42
car_diesel,87.83,vegetables,0.5,coal,6.1,0,0,169.25
bus,47.57,vegetables,0.3,coal,5.5,1,2000,123.08
bicycle,2.43,vegetables,0.5,natural_gas,5.1,8,16000,173.75
bicycle,2.93,vegetables,0.3,grid_eu,5.9,1,2000,100.83
bicycle,1.03,vegetables,0.5,coal,7.4,1,2000,158.17
bus,49.83,vegetables,0.5,coal,5.1,4,8000,148.75
car_petrol,331.1,vegetables,0.5,grid_eu,6.2,4,8000,402.0
car_petrol,295.63,vegetables,0.3,grid_eu,7.3,4,8000,190.08
car_petrol,115.6,vegetables,0.3,coal,6.6,0,0,201.33
bus,30.53,vegetables,0.3,coal,5.2,0,0,116.17
bicycle,2.1,vegetables,0.3,coal,7.4,0,0,109.0
bicycle,0.83,fish,0.3,natural_gas,5.8,0,0,73.17
bus,59.3,vegetables,0.5,coal,6.6,1,2000,107.75
car_petrol,325.3,vegetables,0.3,coal,6.2,4,8000,452.0
bus,55.63,chicken,0.4,natural_gas,7.4,8,16000,216.67
bicycle,0.07,vegetables,0.5,coal,6.9,0,0,89.25
bus,43.07,vegetables,0.5,natural_gas,7.3,4,8000,147.25
bus,33.7,vegetables,0.5,coal,6.3,4,8000,193.67
bus,39.4,chicken,0.4,grid_eu,7.4,8,16000,300.5
bus,32.73,vegetables,0.5,coal,6.1,1,2000,140.25
car_petrol,140.73,vegetables,0.5,grid_eu,7.3,4,8000,188.5
bus,35.5,vegetables,0.5,coal,6.8,4,8000,161.83
bicycle,2.77,vegetables,0.3,grid_eu,6.0,8,16000,155.0
car_petrol,253.27,vegetables,0.3,natural_gas,5.4,0,0,371.83
bicycle,0.3,fish,0.3,grid_eu,7.3,8,16000,169.25
bicycle,0.23,chicken,0.4,coal,7.4,4,8000,128.83
bus,27.77,fish,0.3,natural_gas,7.3,0,0,122.92
car_diesel,137.87,fish,0.3,coal,6.4,8,16000,342.08
bicycle,0.67,vegetables,0.5,coal,6.6,0,0,117.08
bicycle,1.5,fish,0.3,coal,5.3,0,0,172.5
bus,28.43,chicken,0.4,coal,6.7,8,16000,214.42
car_ev,46.27,chicken,0.4,coal,5.7,0,0,122.58
bus,23.93,chicken,0.4,natural_gas,7.1,8,16000,285.58
bicycle,1.43,fish,0.3,coal,5.4,1,2000,96.0
bus,3.23,vegetables,0.3,grid_eu,6.8,1,2000,97.08
bus,38.3,vegetables,0.5,coal,5.2,8,16000,223.5
car_petrol,163.9,fish,0.3,grid_eu,5.0,0,0,219.5
car_diesel,101.27,vegetables,0.3,coal,5.3,4,8000,211.75
bicycle,0.53,fish,0.3,natural_gas,7.1,1,2000,96.67
car_petrol,55.23,vegetables,0.5,coal,7.0,1,2000,202.58
bicycle,1.63,chicken,0.4,coal,5.9,8,16000,307.08
bicycle,2.17,vegetables,0.5,natural_gas,5.7,4,8000,177.75
car_petrol,81.3,vegetables,0.5,coal,5.4,8,16000,233.25
bus,6.83,fish,0.3,coal,6.5,0,0,140.17
bicycle,0.67,chicken,0.4,coal,6.5,4,8000,108.83
bicycle,2.87,vegetables,0.5,natural_gas,6.8,8,16000,167.17
bus,4.97,vegetables,0.5,coal,5.0,4,8000,294.75
bicycle,2.33,vegetables,0.3,grid_eu,7.2,8,16000,249.42
car_diesel,305.03,fish,0.3,coal,5.2,4,8000,363.25
bicycle,3.07,fish,0.3,coal,5.7,8,16000,210.67
bicycle,0.17,fish,0.3,coal,5.2,4,8000,154.25
bus,43.17,fish,0.3,natural_gas,5.2,4,8000,199.0
bus,49.17,vegetables,0.3,coal,6.5,0,0,117.42
car_petrol,39.9,vegetables,0.3,natural_gas,6.3,1,2000,157.5
bus,48.9,fish,0.3,grid_eu,5.4,8,16000,259.17
car_petrol,50.87,vegetables,0.5,coal,6.5,1,2000,114.42
car_ev,154.03,chicken,0.4,coal,7.2,0,0,169.08
car_petrol,131.77,fish,0.3,grid_eu,6.2,8,16000,338.67
bicycle,2.0,vegetables,0.5,natural_gas,5.7,0,0,81.08
bicycle,2.27,vegetables,0.3,grid_eu,5.9,4,8000,105.42
car_ev,72.8,fish,0.3,natural_gas,7.4,1,2000,184.83
bicycle,0.1,vegetables,0.5,natural_gas,6.1,4,8000,143.92
bus,56.9,vegetables,0.3,grid_eu,5.8,4,8000,155.42
car_diesel,55.17,vegetables,0.5,natural_gas,6.0,8,16000,208.33
car_diesel,191.53,fish,0.3,natural_gas,6.7,8,16000,424.83
bus,38.87,fish,0.3,grid_eu,7.1,1,2000,139.5
car_petrol,61.47,chicken,0.4,coal,5.6,8,16000,167.58
bicycle,2.2,vegetables,0.3,coal,5.1,8,16000,231.17
bicycle,0.3,fish,0.3,grid_eu,6.6,0,0,91.75
car_petrol,271.1,chicken,0.4,grid_eu,7.4,1,2000,364.33
bus,63.1,vegetables,0.3,coal,5.9,1,2000,140.5
bicycle,1.97,vegetables,0.5,coal,6.4,8,16000,196.75
car_petrol,212.93,vegetables,0.3,natural_gas,5.3,4,8000,383.75
bus,22.6,chicken,0.4,natural_gas,5.3,4,8000,153.42
car_diesel,162.03,fish,0.3,grid_eu,6.6,4,8000,288.25
car_ev,36.6,vegetables,0.5,coal,6.8,1,2000,112.67
car_diesel,267.7,fish,0.3,natural_gas,6.6,1,2000,278.33
car_petrol,119.9,vegetables,0.3,grid_eu,7.2,8,16000,242.17
bicycle,0.9,vegetables,0.3,coal,6.2,1,2000,120.25
car_petrol,67.3,fish,0.3,grid_eu,5.3,8,16000,218.67
car_ev,162.67,vegetables,0.5,coal,5.8,1,2000,126.08
bus,16.47,vegetables,0.5,grid_eu,6.9,0,0,95.08
bus,26.23,chicken,0.4,coal,5.9,1,2000,145.42
bicycle,0.8,chicken,0.4,grid_eu,6.5,0,0,78.33
bus,50.97,fish,0.3,coal,6.3,4,8000,171.33
bus,36.27,chicken,0.4,natural_gas,7.0,8,16000,234.5
bus,32.2,chicken,0.4,natural_gas,7.2,8,16000,250.5
car_petrol,223.03,vegetables,0.3,grid_eu,7.1,4,8000,338.75
bicycle,1.63,vegetables,0.3,coal,6.4,8,16000,263.25
bus,17.97,fish,0.3,coal,7.0,8,16000,248.17
car_petrol,80.37,vegetables,0.3,coal,5.6,0,0,191.0
car_ev,189.63,vegetables,0.3,coal,6.1,0,0,187.75
bus,14.03,vegetables,0.3,natural_gas,7.4,4,8000,175.67
car_ev,20.83,vegetables,0.3,coal,6.6,1,2000,133.75
bicycle,2.1,vegetables,0.3,coal,6.5,4,8000,204.17
bicycle,0.5,vegetables,0.5,grid_eu,7.3,8,16000,224.25
bus,66.2,chicken,0.4,coal,6.4,4,8000,226.08
bicycle,1.23,fish,0.3,natural_gas,6.5,8,16000,280.83
bus,60.8,vegetables,0.3,natural_gas,5.4,0,0,120.0
car_ev,103.4,chicken,0.4,coal,5.3,1,2000,136.42
bicycle,0.2,chicken,0.4,grid_eu,5.9,0,0,73.0
bicycle,3.27,fish,0.3,coal,5.5,1,2000,164.42
bus,24.1,vegetables,0.3,natural_gas,6.7,8,16000,243.75
bus,58.77,vegetables,0.3,coal,7.3,1,2000,96.42
bicycle,2.63,fish,0.3,grid_eu,6.9,4,8000,187.42
car_petrol,292.3,vegetables,0.3,coal,5.3,0,0,283.83
bus,65.97,fish,0.3,coal,6.4,0,0,123.17
bicycle,1.6,fish,0.3,coal,5.1,4,8000,208.58
car_diesel,296.97,vegetables,0.5,coal,7.4,1,2000,272.67
bus,55.23,chicken,0.4,natural_gas,5.6,0,0,149.25
bicycle,1.8,vegetables,0.5,natural_gas,7.0,1,2000,145.92
bicycle,1.5,fish,0.3,natural_gas,6.5,0,0,143.17
bus,33.87,fish,0.3,coal,6.2,4,8000,163.58
car_petrol,66.63,vegetables,0.5,coal,6.8,8,16000,395.08
bus,23.73,vegetables,0.3,grid_eu,5.6,1,2000,110.25
bus,59.3,fish,0.3,coal,5.3,0,0,76.75
car_diesel,107.17,fish,0.3,grid_eu,5.4,0,0,136.33
bus,54.13,fish,0.3,grid_eu,6.0,0,0,122.75
bus,18.43,fish,0.3,coal,5.4,8,16000,250.58
bicycle,3.1,chicken,0.4,coal,7.1,8,16000,291.67
bicycle,2.2,vegetables,0.3,coal,6.1,4,8000,208.0
bus,52.73,chicken,0.4,coal,5.4,1,2000,112.67
car_petrol,241.1,fish,0.3,natural_gas,6.4,1,2000,313.67
car_diesel,39.6,vegetables,0.3,grid_eu,6.4,1,2000,91.83
bus,51.47,chicken,0.4,grid_eu,5.1,4,8000,194.75
bus,34.83,chicken,0.4,natural_gas,7.1,1,2000,111.75
car_petrol,312.27,chicken,0.4,coal,5.1,4,8000,388.0
bicycle,3.17,vegetables,0.3,coal,5.4,1,2000,114.33
bus,36.83,fish,0.3,natural_gas,6.3,1,2000,89.5
bicycle,2.97,vegetables,0.3,natural_gas,5.9,4,8000,170.58
car_petrol,260.9,vegetables,0.3,coal,6.4,4,8000,302.5
bicycle,0.77,chicken,0.4,natural_gas,5.8,1,2000,196.5
car_petrol,43.33,fish,0.3,natural_gas,5.6,8,16000,285.25
bus,27.0,chicken,0.4,coal,6.2,0,0,70.92
bicycle,0.83,chicken,0.4,natural_gas,6.2,4,8000,135.67
bicycle,2.07,vegetables,0.3,natural_gas,7.3,4,8000,136.75
bus,54.47,fish,0.3,coal,5.7,1,2000,169.33
car_petrol,278.87,vegetables,0.5,natural_gas,5.5,4,8000,273.92
car_diesel,330.03,chicken,0.4,coal,7.1,1,2000,397.08
bus,1.9,chicken,0.4,coal,5.0,1,2000,186.08
car_petrol,322.07,chicken,0.4,natural_gas,6.9,0,0,276.17
car_ev,133.63,fish,0.3,grid_eu,7.4,4,8000,161.42
